time_value,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2020-01-01,0.0,0.0,0.0,8.64747695447392e-06,1.26325718231889e-05,5.08780707035589e-05,0.0,0.0,0.0,7.72435385779979e-06,0.0,0.0,0.0,0.0003108647220351,0.0,1.51044472527528e-05,4.32501009169021e-05,0.0,0.0,0.0,9.94520193732534e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07373663063777e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15183988653376e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02,0.0,0.0,0.0,0.0,1.62585103139925e-05,2.46228598630969e-05,0.0,0.0,0.0,3.74658124461429e-06,0.0,0.0,0.0,0.0002182982439119,0.0,2.89674550642353e-05,4.14828744866494e-05,0.0,0.0,0.0,1.85592457522526e-05,0.0,0.0,0.0,1.70464230922211e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.77006817458652e-06,0.0,0.0,2.11272515488036e-06,3.54169519698909e-06,2.57960222533685e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.10917088369157e-06,0.0,0.0,0.0,0.0,1.5817278795356e-05,0.0,0.0
2020-01-03,0.0,0.0,0.0,0.0,1.19484781621647e-05,0.0,0.0,0.0,0.0,3.68107192814548e-06,0.0,0.0,0.0,0.0002120491011474,0.0,2.86221306314042e-05,4.1222947440742e-05,0.0,0.0,0.0,1.79298762539707e-05,0.0,0.0,0.0,3.41149446200732e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.65178145793746e-06,0.0,0.0,8.266261803533e-06,3.44930668935544e-06,2.53277837344973e-05,0.0,3.42200508966224e-06,0.0,0.0,0.0,0.0,6.04974097025746e-06,0.0,0.0,0.0,0.0,1.54756439157506e-05,0.0,0.0
2020-01-04,0.0,0.0,0.0,0.0,1.19590680962625e-05,0.0,0.0,0.0,3.79674745301525e-05,3.69140358238413e-06,0.0,0.0,0.0,0.0002836141901633,7.12397859956829e-06,2.87343936324584e-05,4.12881915772089e-05,0.0,1.43383565375737e-05,0.0,1.78748581183137e-05,0.0,0.0,0.0,3.43485230135104e-05,0.0,0.0,9.58864704190239e-06,0.0,0.0,0.0,6.62478331437909e-06,0.0,0.0,1.711011522636e-05,1.03413329288723e-05,5.09510869565217e-05,0.0,6.82217434066528e-06,0.0,0.0,0.0,1.25998538416954e-05,1.21579931206022e-05,0.0,1.07559650789667e-05,0.0,0.0,1.54541989058427e-05,0.0,0.0
2020-01-05,0.0,0.0,3.22182247758149e-05,0.0,2.04285918571633e-05,0.0,0.0,0.0,3.82443302780363e-05,7.44817929257193e-06,0.0,0.0,0.0,0.0002852321076275,7.25556017761611e-06,2.92171270798942e-05,0.0,0.0,1.46177459435755e-05,0.0,1.80351866491525e-05,0.0,0.0,0.0,3.48476576566112e-05,0.0,0.0,9.73599234101936e-06,0.0,0.0,0.0,6.70558888481586e-06,0.0,0.0,1.92218184114815e-05,1.04227466021846e-05,5.13993472282902e-05,0.0,1.02790182395468e-05,0.0,0.0,0.0,1.27916496111339e-05,1.54225152271634e-05,0.0,1.08638577558891e-05,0.0,0.0,1.55859539383108e-05,0.0,0.0
2020-01-06,0.0,0.0,3.13345379722376e-05,0.0,1.98758422388149e-05,0.0,0.0,0.0,3.71126368528484e-05,1.08352274916208e-05,0.0,0.0,1.93165794201163e-05,0.0002808331383103,7.15181393840858e-06,2.8562587770452e-05,0.0,1.44623617036662e-05,1.42421063125763e-05,0.0,1.75422695603615e-05,0.0,0.0,0.0,3.47866419294991e-05,0.0,0.0,9.50236133679219e-06,0.0,0.0,0.0,6.53789911149951e-06,0.0,0.0,2.05297877286174e-05,1.01037656734665e-05,5.05799838144052e-05,0.0,1.33787616618206e-05,7.60996397950383e-05,0.0,0.0,1.25766652552853e-05,1.51843071198204e-05,5.23085507044218e-05,1.06395051920785e-05,0.0,0.0,1.51857213723843e-05,0.0,0.0
2020-01-07,0.0,0.0,2.97598381064807e-05,0.0,2.22386129035845e-05,0.0,0.0,0.0,6.98934125458675e-05,1.33303117959929e-05,0.0,0.0,1.81122233357885e-05,0.0001965065502183,1.3377150934394e-05,2.66270219894823e-05,0.0,1.37587540072371e-05,2.61766399664939e-05,0.0,2.49791146846664e-05,0.0,0.0,0.0,3.33800654249282e-05,0.0,0.0,9.1169337928268e-06,0.0,0.0,0.0,6.10452161916331e-06,0.0,0.0,2.09233601931842e-05,1.23656395972511e-05,7.18740766177657e-05,0.0,1.58742421372233e-05,6.96492001950178e-05,0.0,0.0,1.18606609550995e-05,1.4299714387038e-05,4.85727701050791e-05,1.02594617886346e-05,0.0,0.0,1.41848666386122e-05,0.0,0.0
2020-01-08,0.0,3.53650557883755e-05,2.58224448690802e-05,0.0,1.60584785555077e-05,0.0,1.39894053570096e-05,0.0,6.29881582262535e-05,1.43804609800572e-05,0.0,0.0,1.57652449919072e-05,0.0002209904053332,1.16684752803351e-05,1.16643467577004e-05,0.0,1.17486724000188e-05,2.21625475109612e-05,0.0,2.13169114163903e-05,0.0,0.0,0.0,2.87865048865092e-05,0.0,0.0,7.92795078328154e-06,0.0,0.0,0.0,1.5988999568297e-05,0.0,0.0,1.81530838886041e-05,1.32798480077129e-05,6.13095724679147e-05,0.0,1.73789124276603e-05,5.94306543315042e-05,0.0,0.0,1.01690778680189e-05,1.24306576480864e-05,4.22987987141165e-05,8.99757965107386e-06,0.0,0.0,1.24018702020265e-05,0.0,0.0
2020-01-09,0.0,3.43481297443354e-05,2.54524167069663e-05,0.0,1.25915642815096e-05,0.0,1.39007946620948e-05,0.0,6.2392762439557e-05,1.67436253297564e-05,0.0,0.0,1.56743906580632e-05,0.0002174700978615,1.14810782263265e-05,0.0,0.0,1.15149886769278e-05,2.16716029762335e-05,0.0,1.40745623397552e-05,0.0,0.0,0.0,1.42487354247311e-05,0.0,0.0,7.82168640773408e-06,0.0,0.0,0.0,1.58456841638232e-05,0.0,0.0,1.9466399678857e-05,1.04084718021488e-05,4.03975115132908e-05,0.0,1.72573804063538e-05,5.87383012883267e-05,0.0,0.0,9.93222909017471e-06,1.21727162361312e-05,4.1458796865715e-05,8.8418372158823e-06,0.0,0.0,0.0,0.0,0.0
2020-01-10,0.0,3.40037744189605e-05,2.5325004220834e-05,0.0,1.24636347490291e-05,0.0,1.39197572394337e-05,0.0,6.24960939941254e-05,1.92235515969279e-05,8.77323811445566e-06,0.0,1.57711293705742e-05,0.0002716899112479,1.14239583254e-05,0.0,0.0,1.13867117074374e-05,2.15038348505483e-05,0.0,1.40542870260192e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.77272550619875e-06,0.0,0.0,0.0,1.57899446123832e-05,0.0,0.0,1.77579260413718e-05,1.29007067007131e-05,4.04675349201103e-05,0.0,1.43769049399045e-05,5.90516308092042e-05,0.0,0.0,9.82321487627661e-06,9.67624103838968e-06,4.13308534821244e-05,8.79734437497801e-06,0.0,0.0,0.0,0.0,0.0
