time_value,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2020-12-16,14.0,338.5714286,150.0,472.0,1927.7142857,222.2857143,138.7142857,29.0,51.4285714,767.1428571,469.4285714,5.1428571,99.7142857,56.0,523.7142857,375.8571429,158.2857143,442.5714286,187.2857143,227.4285714,220.1428571,20.8571429,415.1428571,161.5714286,290.1428571,150.4285714,59.4285714,326.5714286,26.0,71.1428571,37.2857143,435.0,116.1428571,171.4285714,773.0,679.2857143,311.5714286,60.4285714,752.7142857,38.8571429,169.7142857,32.8571429,347.4285714,1176.8571429,79.4285714,217.4285714,4.7142857,100.0,343.7142857,87.7142857,26.5714286
2020-12-17,14.2857143,347.7142857,154.1428571,465.2857143,1997.1428571,211.4285714,139.8571429,30.2857143,51.7142857,780.0,474.0,5.7142857,94.4285714,56.0,509.8571429,373.0,156.8571429,434.0,180.8571429,230.5714286,213.1428571,19.8571429,394.5714286,150.1428571,288.2857143,149.0,56.5714286,328.1428571,26.0,69.2857143,35.8571429,423.5714286,114.7142857,188.7142857,773.7142857,686.5714286,320.7142857,62.4285714,747.4285714,34.8571429,177.8571429,31.1428571,349.0,1186.8571429,78.4285714,219.5714286,5.0,100.5714286,332.0,84.5714286,24.2857143
2020-12-18,13.2857143,303.8571429,153.2857143,473.8571429,2066.2857143,205.2857143,130.5714286,29.4285714,51.0,795.4285714,474.5714286,5.8571429,89.4285714,55.8571429,501.8571429,370.2857143,157.1428571,421.7142857,176.7142857,226.4285714,218.4285714,18.5714286,381.5714286,143.8571429,287.2857143,142.5714286,52.8571429,331.5714286,26.0,64.0,35.8571429,419.5714286,119.7142857,181.0,778.7142857,682.4285714,322.8571429,63.4285714,733.0,37.7142857,178.1428571,32.4285714,350.4285714,1213.8571429,88.8571429,225.8571429,5.5714286,99.2857143,326.1428571,82.5714286,23.7142857
2020-12-19,13.1428571,347.4285714,146.7142857,464.5714286,2091.4285714,198.0,108.0,30.4285714,47.5714286,779.7142857,479.4285714,6.2857143,88.5714286,53.2857143,478.2857143,362.0,146.0,421.0,183.0,222.4285714,206.2857143,16.8571429,368.7142857,137.7142857,271.5714286,137.0,51.1428571,328.7142857,25.0,62.8571429,35.8571429,359.2857143,118.2857143,163.8571429,746.5714286,665.7142857,320.4285714,62.8571429,715.5714286,35.1428571,177.0,30.5714286,342.7142857,1127.8571429,90.0,214.2857143,5.8571429,101.4285714,317.5714286,80.4285714,25.2857143
2020-12-20,10.5714286,349.2857143,146.2857143,456.1428571,2113.7142857,185.2857143,93.7142857,27.7142857,44.0,778.8571429,494.8571429,6.8571429,88.7142857,51.2857143,478.8571429,358.2857143,146.2857143,416.8571429,184.5714286,228.2857143,193.2857143,14.8571429,352.1428571,131.4285714,265.2857143,136.1428571,47.8571429,333.4285714,24.2857143,56.5714286,35.5714286,376.5714286,114.5714286,150.7142857,732.2857143,661.7142857,325.0,65.7142857,697.1428571,35.2857143,177.4285714,30.1428571,337.2857143,1277.2857143,90.1428571,217.7142857,6.0,99.0,306.5714286,78.2857143,24.8571429
2020-12-21,11.4285714,356.7142857,158.2857143,482.7142857,2172.5714286,176.1428571,133.2857143,29.0,49.4285714,808.4285714,517.5714286,6.2857143,86.8571429,53.0,489.0,356.4285714,157.1428571,400.1428571,186.5714286,224.5714286,217.7142857,15.7142857,351.0,130.0,288.8571429,154.1428571,46.2857143,339.7142857,24.0,59.8571429,38.7142857,413.5714286,112.7142857,178.7142857,766.2857143,659.0,333.8571429,69.4285714,705.5714286,34.8571429,189.8571429,30.0,343.7142857,1315.1428571,88.4285714,231.5714286,6.7142857,103.1428571,299.4285714,78.8571429,23.5714286
2020-12-22,10.1428571,357.0,157.8571429,487.0,2209.8571429,172.5714286,137.7142857,28.8571429,49.8571429,820.4285714,533.5714286,7.1428571,88.0,52.5714286,486.8571429,357.0,158.8571429,387.2857143,191.5714286,227.4285714,218.7142857,16.0,342.2857143,127.7142857,295.5714286,150.1428571,43.1428571,338.5714286,24.8571429,58.7142857,37.0,424.8571429,112.7142857,175.5714286,807.4285714,657.1428571,340.2857143,67.8571429,691.1428571,31.7142857,182.0,29.0,339.2857143,1351.7142857,91.0,234.8571429,6.2857143,100.8571429,286.8571429,79.1428571,23.0
2020-12-23,9.6190476,360.7142857,155.5238095,484.4285714,2197.7142857,166.3333333,131.9047619,28.8095238,47.4285714,818.7619048,559.4761905,7.5714286,87.4761905,49.0,475.2857143,348.047619,151.4761905,390.7619048,193.8571429,230.9047619,216.952381,15.4285714,334.5714286,125.6190476,286.7142857,151.1428571,41.4761905,348.6666667,24.2380952,57.952381,37.8571429,425.8571429,115.1428571,166.1428571,802.6190476,641.1904762,339.047619,64.7142857,678.9047619,32.3809524,185.2380952,27.3809524,335.3333333,1378.1428571,88.5714286,232.9047619,5.6666667,101.4285714,274.6190476,81.4761905,22.1904762
2020-12-24,9.0952381,364.4285714,153.1904762,481.8571429,2185.5714286,160.0952381,126.0952381,28.7619048,45.0,817.0952381,585.3809524,8.0,86.952381,45.4285714,463.7142857,339.0952381,144.0952381,394.2380952,196.1428571,234.3809524,215.1904762,14.8571429,326.8571429,123.5238095,277.8571429,152.1428571,39.8095238,358.7619048,23.6190476,57.1904762,38.7142857,426.8571429,117.5714286,156.7142857,797.8095238,625.2380952,337.8095238,61.5714286,666.6666667,33.047619,188.4761905,25.7619048,331.3809524,1404.5714286,86.1428571,230.952381,5.047619,102.0,262.3809524,83.8095238,21.3809524
2020-12-25,8.5714286,368.1428571,150.8571429,479.2857143,2173.4285714,153.8571429,120.2857143,28.7142857,42.5714286,815.4285714,611.2857143,8.4285714,86.4285714,41.8571429,452.1428571,330.1428571,136.7142857,397.7142857,198.4285714,237.8571429,213.4285714,14.2857143,319.1428571,121.4285714,269.0,153.1428571,38.1428571,368.8571429,23.0,56.4285714,39.5714286,427.8571429,120.0,147.2857143,793.0,609.2857143,336.5714286,58.4285714,654.4285714,33.7142857,191.7142857,24.1428571,327.4285714,1431.0,83.7142857,229.0,4.4285714,102.5714286,250.1428571,86.1428571,20.5714286
