time_value,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2020-01-01,0.0,0.0027051397655545,0.0,0.0030816640986132,0.0017404757300328,0.0,0.0,0.0,0.0,0.0214373213556554,0.0067526089625537,0.0,0.0106194690265487,0.0,0.0621794871794872,0.0108564535585042,0.0,0.0031120331950207,0.0025041736227045,0.0062959076600209,0.0,0.0,0.0023557126030624,0.0,0.0,0.0756501182033097,0.0,0.0,0.0,0.0,0.0194805194805195,0.009448223733938,0.0,0.0,0.0032254596279969,0.004242819843342,0.0060120240480961,0.0,0.0051795580110497,0.0,0.0,0.0,0.0,0.0041227668346312,0.0112359550561798,0.0022779043280182,0.0,0.0019255455712451,0.0067643742953776,0.0,0.0
2020-01-02,0.0184049079754601,0.0024135156878519,0.0,0.0021428571428571,0.0017700681476236,0.0,0.0,0.0,0.0046656298600311,0.0121430177647852,0.0046095444685466,0.0,0.0046118370484242,0.0,0.0399422521655438,0.0075910931174089,0.0,0.0028142589118198,0.0010744985673352,0.0052128583840139,0.0,0.0,0.0025239777889954,0.0,0.0,0.0385038503850385,0.0,0.002125398512221,0.0,0.0,0.0076530612244898,0.0052320675105485,0.0,0.0,0.0029293509477311,0.003631861328931,0.0025083612040133,0.0,0.0027782065133508,0.0,0.0014888337468982,0.0,0.0010714285714285,0.0040342557859721,0.0044776119402985,0.0010183299389002,0.0,0.0008693132425383,0.0029027576197387,0.0,0.0
2020-01-03,0.0118110236220472,0.0030745580322828,0.0,0.0018489984591679,0.0016658050433683,0.0,0.0022927015666794,0.0,0.0058536585365853,0.0087185647304994,0.0035038542396636,0.0,0.0029776674937965,0.0,0.0299937943873681,0.0067961165048543,0.0044943820224719,0.0027506112469437,0.0006999533364442,0.0066042927903137,0.0,0.0,0.00291136510675,0.0009532888465204,0.0,0.0264350453172205,0.0,0.0020398912058023,0.0,0.0,0.0048309178743961,0.0052194290583723,0.0,0.0,0.002223522527794,0.0042217226821645,0.0016,0.0,0.0023757671748168,0.0,0.0009472687085569,0.0,0.0013812154696132,0.0039268851386097,0.0028063610851262,0.001310615989515,0.0,0.0005670005670005,0.0018535681186283,0.0,0.0
2020-01-04,0.0096774193548387,0.0024271844660194,0.0017657445556209,0.0017904034375746,0.0014448257178977,0.0,0.0018399264029438,0.0,0.0068389057750759,0.0073415525679945,0.0032262589423481,0.0,0.0048154093097913,0.0041208791208791,0.0250391236306729,0.0062597809076682,0.0035756853396901,0.0021860578090842,0.0011102886750555,0.0052666227781435,0.0,0.0,0.0025709143885508,0.0007488766849725,0.0,0.0213675213675214,0.0,0.0016737957969127,0.0,0.0054397098821396,0.0038510911424903,0.0049290388374267,0.0,0.0,0.0021223912274495,0.0042524619516562,0.0025717959708529,0.0,0.0028790786948176,0.0,0.0007660878447395,0.0,0.0016623568526043,0.0037272693046195,0.0022848438690022,0.0010604453870625,0.0,0.000441826215022,0.0014921661278289,0.0,0.0
2020-01-05,0.0086206896551724,0.0020509314647068,0.0029673590504451,0.0017790077090334,0.0014353163361661,0.0,0.0015682174594877,0.0,0.0057766367137355,0.0064864864864864,0.0027007984969469,0.0,0.0050709939148073,0.003562945368171,0.0218145525402785,0.0060865644724977,0.003,0.0025,0.0014144271570014,0.0050213873907383,0.0003651411879259,0.0,0.0023878437047756,0.0006255212677231,0.0005489478499542,0.0181912681912682,0.0,0.0014349489795918,0.0,0.006787330316742,0.0033185840707964,0.0046026609133405,0.0,0.0,0.0019041836847334,0.0045820338069385,0.0022288261515601,0.0,0.0026767330130404,0.0,0.000639658848614,0.0,0.0013929732239591,0.0033508855911919,0.0019582245430809,0.0008990110878034,0.0,0.0003673769287288,0.00129060012906,0.0,0.0
2020-01-06,0.0068181818181818,0.0024135156878519,0.0023818975784041,0.0016777183031077,0.0016649512623357,0.0,0.0012557555462536,0.0,0.0061349693251533,0.0055341055341055,0.0030285822449365,0.0,0.0048076923076923,0.0080142475512021,0.0189366928135647,0.004794034090909,0.0024038461538461,0.0030400270224624,0.0011290929619872,0.0048508011171542,0.0002937145094967,0.0,0.0019064124783362,0.0005074424898511,0.0008810572687224,0.0145772594752187,0.0,0.0011422769386978,0.0,0.0053444180522565,0.0026642984014209,0.0041569386709185,0.0,0.0,0.0018058992709517,0.0041854072963518,0.0017662643508978,0.0,0.0028515515795359,0.0030549898167006,0.0010085728693898,0.0,0.001475288910745,0.0034178945769406,0.0014763779527559,0.001068376068376,0.0,0.0002978850163836,0.0010375237765865,0.0,0.0
2020-01-07,0.0055970149253731,0.0026634113860836,0.0020107238605898,0.0016067483430407,0.0015444601985011,0.0,0.0010522623640827,0.0021505376344086,0.0062919463087248,0.0048945851385892,0.0025224657102317,0.0,0.0039779005524861,0.0063424947145877,0.0166502429576268,0.0043923865300146,0.0030508474576271,0.0029686174724342,0.0012582573136206,0.0047353084021369,0.0002477086945751,0.0,0.001596593932943,0.0004293688278231,0.000740192450037,0.0122377622377622,0.0,0.0015757957768673,0.0,0.0043689320388349,0.0021897810218978,0.0041968714231209,0.0,0.0,0.0016795431642593,0.0040067482075073,0.0014616321559074,0.0006668148477439,0.0032239977572189,0.0025020850708924,0.0012520868113522,0.0,0.0012174089479557,0.0034720030301117,0.0011853022520742,0.0011862396204033,0.0,0.0002501459184524,0.0013058618688334,0.0,0.0
2020-01-08,0.0054844606946983,0.0028796928327645,0.0029469548133595,0.0015488867376573,0.0014268844715607,0.0004636785162287,0.0010041841004184,0.0021337126600284,0.0071456927352123,0.0012248306578825,0.0018362662586075,0.0,0.0038079119949227,0.0058102001291155,0.0041388909237418,0.0029276453366792,0.0038709677419354,0.0024687971471677,0.0009123162696401,0.0041816703449878,0.0009631591620515,0.0010409437890353,0.0014009526478005,0.0004137360364087,0.0007341245564664,0.0010305736860185,0.0,0.0018165304268846,0.0,0.0040687160940325,0.0,0.0028848795677259,0.0,0.0,0.0013644633110976,0.0036625175827384,0.0013999066728884,0.0006357279084551,0.0029953707905963,0.0023885350318471,0.0011934756663572,0.0,0.0011711887565879,0.0029834994215664,0.0,0.0014250427512825,0.0,0.0,0.0008499787505312,0.001233045622688,0.0
2020-01-09,0.0,0.0028379230607525,0.0029354207436399,0.0017281105990783,0.0013026273748371,0.0004595588235294,0.0010211027910143,0.0021691973969631,0.008180755746007,0.0012201209028894,0.001612160294795,0.0,0.0038119440914866,0.0057034220532319,0.0039653399911881,0.0020958502165711,0.0048701298701298,0.0020839121978327,0.0012222448563862,0.0042199038799671,0.0009777560498655,0.0010496850944716,0.0012757512757512,0.0004188189306156,0.0007426661715558,0.0,0.0,0.0012191405059433,0.0,0.0041246562786434,0.0,0.0028950875419328,0.0,0.0022953328232593,0.0013056806570033,0.0037005255818942,0.0021101992966002,0.00062893081761,0.0037207165824529,0.0047923322683706,0.0011892177589852,0.0,0.0008720085263055,0.0024938161469526,0.0010653409090909,0.0019801980198019,0.0,0.0002435262602483,0.0012964563526361,0.0012381345439537,0.0
2020-01-10,0.0,0.0022109917877447,0.0029683377308707,0.001532175689479,0.001153685657478,0.0004592774035517,0.0005124701059104,0.0022288261515601,0.0070120763537203,0.0012188815838073,0.0013818516812528,0.0,0.0038014783526927,0.0075566750629722,0.0039357045646816,0.0016820857863751,0.0029654036243822,0.0033259423503325,0.0012216227221826,0.0031877213695395,0.0010029251984956,0.0010718113612004,0.0011388981160727,0.0,0.0007560483870967,0.0,0.0102389078498294,0.001213837750354,0.0,0.004231311706629,0.0,0.0028100412139378,0.001531393568147,0.0023715415019762,0.0013680410412312,0.0033487612306016,0.002134724857685,0.0006309148264984,0.0037627165884702,0.0047770700636942,0.001585414189457,0.0,0.0008673026886383,0.0022975070033656,0.0010676156583629,0.0019796380090497,0.0,0.0002446782481037,0.0017775144423048,0.0012658227848101,0.0
